Transaction_ID,Amount,Transaction_Hour,Location_Risk,Device_Risk,Merchant_Risk,Transaction_Frequency,Fraud
773,102.76,0,42,22,63,6,0
774,144.4,12,98,51,76,8,0
775,101.68,18,32,48,72,6,0
776,11.36,23,51,21,88,2,0
777,26.39,2,85,22,80,4,0
778,42.63,23,46,100,4,4,0
779,50.68,16,21,98,38,8,1
780,101.56,4,44,30,27,4,0
781,65.22,19,11,25,9,5,0
782,14.36,20,68,28,16,1,0
783,79.85,7,1,65,56,5,0
784,100.54,13,92,45,76,4,0
785,95.56,3,63,68,31,5,1
786,160.9,10,24,7,88,5,0
787,125.7,19,99,49,14,3,0
788,86.42,14,13,9,25,7,0
789,50.9,18,98,36,34,6,0
790,10.37,6,11,83,67,5,0
791,83.9,18,100,1,24,3,0
792,67.2,18,51,10,73,6,0
793,71.63,10,17,36,26,2,0
794,15.23,4,99,73,20,5,0
795,18.52,4,82,46,64,6,0
796,156.52,21,86,32,10,1,0
797,52.48,7,24,32,83,4,0
798,107.93,9,19,6,67,2,0
799,56.17,5,37,48,24,4,0
800,56.25,14,85,38,5,4,0
801,139.53,15,8,17,67,2,0
802,32.59,16,28,74,58,3,0
803,60.11,7,5,27,27,7,0
804,34.39,7,17,54,80,8,0
805,35.36,8,36,50,15,3,0
806,40.08,1,19,35,35,6,0
807,68.18,14,64,85,76,4,0
808,33.83,17,91,25,53,6,0
809,191.67,2,98,28,44,1,0
810,22.32,16,11,15,26,6,0
811,45.29,3,54,4,47,3,0
812,35.17,3,45,93,34,2,0
813,232.06,13,47,73,87,2,0
814,66.46,8,12,27,95,5,1
815,153.22,8,21,26,50,2,0
816,12.36,22,11,19,84,5,0
817,71.31,17,92,92,12,5,0
818,132.9,9,5,17,87,3,0
819,59.28,20,81,43,4,4,0
820,158.46,3,56,41,87,4,0
821,32.55,11,20,42,48,8,0
822,223.49,7,41,50,55,6,0
823,543.97,1,46,84,1,6,0
824,37.98,21,12,40,89,3,0
825,34.97,12,70,39,66,1,0
826,233.55,20,17,23,30,4,0
827,264.96,15,19,96,3,5,0
828,32.37,1,26,52,21,8,0
829,35.87,10,48,47,89,4,0
830,41.19,9,52,63,84,6,0
831,14.23,14,96,97,49,4,1
832,21.79,16,70,69,86,6,0
833,20,7,55,43,85,4,0
834,25.34,17,100,48,62,4,0
835,52.74,22,75,34,97,4,0
836,69.01,8,33,40,38,3,0
837,257.37,7,62,75,15,2,0
838,20.12,13,88,61,52,7,0
839,146.1,17,23,50,79,6,0
840,44.08,21,15,67,46,7,0
841,51.96,19,27,62,25,5,0
842,107.21,19,75,58,21,3,1
843,17.77,20,64,33,88,6,0
844,80.03,11,81,75,5,7,1
845,64.49,18,51,16,70,7,0
846,89.34,13,53,82,47,8,0
847,72.91,16,78,94,87,6,1
848,636.06,23,91,48,68,3,1
849,28.85,20,82,10,91,4,0
850,32.1,2,92,82,18,5,0
851,29.28,22,51,38,21,5,0
852,31.33,6,47,19,92,3,0
853,28.86,16,4,36,99,6,0
854,179.29,11,7,59,86,5,0
855,225.99,8,35,63,23,4,0
856,30.85,14,48,77,64,5,0
857,23.75,17,73,46,67,7,1
858,87.48,20,72,3,40,4,0
859,31.43,12,45,74,10,3,0
860,102.82,20,81,65,89,6,0
861,66.88,7,81,91,52,6,0
862,11.99,13,97,8,72,6,0
863,256.6,7,96,51,75,4,0
864,328.94,13,72,81,61,8,0
865,29.58,6,19,73,64,4,0
866,37.05,22,63,6,5,4,0
867,72.67,11,38,89,53,3,0
868,76.28,10,67,39,55,6,0
869,105.48,21,59,60,37,4,0
870,407.57,21,69,28,56,5,0
871,45.74,10,13,97,59,5,0
872,24.57,21,47,54,93,5,0
873,13.75,12,61,37,69,5,0
874,26.29,17,31,9,73,6,0
875,52.82,1,80,82,59,5,1
876,328.51,20,96,56,2,7,0
877,32.54,14,22,59,65,5,0
878,68.29,19,93,85,60,2,0
879,53.71,17,86,2,51,2,0
880,179.18,14,43,61,30,4,0
881,683.3,18,67,58,11,7,0
882,32.11,22,54,60,92,5,0
883,33.47,23,10,40,76,2,0
884,155.11,11,42,36,39,6,0
885,107.97,12,64,37,90,2,0
886,346.09,21,21,79,77,4,1
887,97.9,10,80,92,72,6,0
888,38.12,4,76,18,63,4,0
889,98.56,0,66,98,64,5,1
890,165.46,23,41,63,61,6,0
891,124.02,2,24,22,54,6,0
892,90.67,21,35,11,92,3,0
893,158.65,18,56,58,94,5,0
894,175.79,22,30,57,73,5,0
895,217.49,6,57,77,95,8,1
896,104.45,11,94,4,58,3,0
897,46.2,14,47,86,85,2,0
898,63.23,4,35,7,56,6,0
899,182.46,14,19,61,34,4,0
900,24.12,7,8,54,31,4,0
901,78.94,9,26,88,52,8,0
902,36.84,15,71,68,89,5,0
903,56.19,7,30,92,76,6,0
904,196.07,0,7,79,1,6,0
905,66.1,11,67,1,55,3,0
906,57.19,4,65,55,22,5,1
907,14.02,2,36,3,40,8,0
908,115.15,0,25,78,1,4,0
909,104.11,3,37,38,65,7,0
910,474.97,7,1,1,63,9,0
911,40.13,2,15,38,54,7,0
912,67.98,9,37,85,42,4,0
913,70.06,1,13,29,21,5,0
914,264.4,10,8,5,79,3,0
915,49.64,9,5,74,81,4,0
916,72.17,20,60,92,22,6,0
917,100.27,13,73,21,38,5,0
918,65.8,6,1,71,99,3,0
919,34.94,1,36,67,80,5,1
920,66.29,8,35,47,8,7,1
921,159.75,15,66,84,62,7,0
922,19.56,12,63,83,47,9,0
923,62.36,8,23,35,17,1,0
924,27.11,19,9,68,17,6,0
925,180.38,3,34,69,90,3,0
926,11.9,21,46,1,13,6,0
927,31.22,9,78,68,17,2,0
928,79.62,21,4,12,38,3,0
929,261.26,11,30,60,81,4,0
930,51.12,16,95,27,78,5,0
931,31.34,13,75,56,45,2,0
932,358.22,13,99,23,6,4,0
933,12.83,1,72,25,35,6,0
934,6.06,20,3,21,14,4,0
935,84.78,19,14,61,72,6,0
936,33.05,10,60,63,61,8,0
937,19.66,15,77,52,15,4,0
938,110.87,18,45,88,54,4,0
939,69.67,22,96,25,27,7,0
940,31.06,5,34,55,13,6,0
941,15.18,23,45,46,31,4,1
942,130.64,18,61,32,35,4,0
943,104.61,4,83,55,60,6,0
944,49.44,3,16,96,6,4,0
945,346.07,14,66,5,69,2,0
946,18.73,3,40,36,86,6,0
947,11.88,19,17,49,58,8,0
948,27.33,9,34,58,49,4,0
949,52.17,23,16,39,23,2,0
950,69.64,21,60,80,89,5,1
951,42.9,2,66,97,34,5,0
952,77.64,4,66,85,26,9,1
953,15.62,5,90,61,47,4,1
954,231.31,20,13,9,5,5,0
955,50.29,21,56,6,90,5,1
956,166.88,7,31,35,20,9,0
957,76.92,6,34,39,6,4,0
958,86.21,20,39,22,70,3,0
959,96.52,9,67,41,59,4,0
960,85.43,5,8,5,64,6,0
961,103.83,13,87,42,18,6,0
962,206.26,3,78,87,4,7,0
963,66.45,12,55,81,17,6,0
964,110.94,19,27,76,14,6,0
965,49.91,16,93,87,78,7,0
966,230.47,22,53,80,13,1,0
967,27.76,6,39,67,7,4,0
968,330.61,3,65,30,44,2,0
969,52.45,13,17,57,15,7,0
970,13.06,2,30,86,19,2,0
971,62.06,23,53,73,63,8,0
972,27.63,4,13,29,35,4,0
973,126.55,15,21,37,81,4,0
974,28.43,22,19,87,35,4,0
975,34.95,19,53,13,19,4,0
976,8.25,3,19,32,20,5,0
977,34.73,23,57,46,100,6,0
978,5,23,25,23,35,5,0
979,11.2,1,86,45,32,3,1
980,116.79,17,31,17,48,4,0
981,119.8,18,81,85,44,5,0
982,83.55,18,55,66,24,3,0
983,20.76,16,23,6,61,4,0
984,52.05,13,32,18,17,1,0
985,54.4,18,62,94,71,9,0
986,17.14,21,74,22,50,5,0
987,245.52,23,10,33,65,4,1
988,131.28,12,100,30,99,9,0
989,43.77,11,72,81,32,6,0
990,56.09,5,54,32,36,4,1
991,67.25,20,52,42,13,6,0
992,7.09,3,20,78,70,2,1
993,42.64,18,32,10,58,5,0
994,27.61,15,14,36,14,4,0
995,20.05,12,50,34,37,2,0
996,41.22,3,28,73,79,4,0
997,329.54,22,53,28,68,5,0
998,103.63,16,24,11,40,2,1
999,30.84,22,79,78,59,7,0
1000,96.79,0,22,39,80,3,0
